  time  amplitude  omega  amp_cos  amp_sin
   3.25336E+02   7.08921E-05   3.20049E-01   3.96075E-05  -5.87958E-05
   3.29119E+02   7.93913E-05   3.21015E-01   7.71829E-05   1.85949E-05
   3.32902E+02   8.92996E-05   3.18966E-01   1.13762E-05   8.85720E-05
   3.36685E+02   9.97512E-05   3.18900E-01  -8.79128E-05   4.71344E-05
   3.40468E+02   1.13068E-04   3.20598E-01  -8.49553E-05  -7.46117E-05
   3.44250E+02   1.26524E-04   3.19355E-01   4.43323E-05  -1.18503E-04
   3.48033E+02   1.41807E-04   3.21883E-01   1.41805E-04   6.89080E-07
   3.51816E+02   1.59239E-04   3.19458E-01   5.57133E-05   1.49175E-04
   3.55599E+02   1.77982E-04   3.21219E-01  -1.34618E-04   1.16428E-04
   3.59382E+02   1.99253E-04   3.19683E-01  -1.75215E-04  -9.48764E-05
   3.63165E+02   2.23535E-04   3.19819E-01   3.01642E-05  -2.21490E-04
   3.66948E+02   2.50078E-04   3.21562E-01   2.44106E-04  -5.43254E-05
   3.70731E+02   2.80570E-04   3.19352E-01   1.54152E-04   2.34428E-04
   3.74514E+02   3.12977E-04   3.21168E-01  -1.85221E-04   2.52285E-04
   3.78297E+02   3.50704E-04   3.22650E-01  -3.36746E-04  -9.79556E-05
   3.82080E+02   3.90325E-04   3.19547E-01  -3.07580E-05  -3.89111E-04
   3.85863E+02   4.33797E-04   3.21514E-01   3.93689E-04  -1.82176E-04
   3.89646E+02   4.84275E-04   3.21114E-01   3.43811E-04   3.41051E-04
   3.93429E+02   5.37171E-04   3.20956E-01  -2.21358E-04   4.89442E-04
   3.97212E+02   5.95305E-04   3.21848E-01  -5.93785E-04  -4.25174E-05
   4.00995E+02   6.57264E-04   3.23089E-01  -1.79792E-04  -6.32196E-04
   4.04778E+02   7.19716E-04   3.21275E-01   5.80488E-04  -4.25469E-04
   4.08561E+02   7.91983E-04   3.23069E-01   6.58241E-04   4.40405E-04
   4.12344E+02   8.60053E-04   3.24476E-01  -2.09736E-04   8.34087E-04
   4.16127E+02   9.28973E-04   3.22402E-01  -9.23875E-04   9.71889E-05
   4.19910E+02   1.00943E-03   3.23558E-01  -4.40517E-04  -9.08237E-04
   4.23693E+02   1.08399E-03   3.24795E-01   7.60102E-04  -7.72833E-04
   4.27476E+02   1.15795E-03   3.26822E-01   1.04635E-03   4.96000E-04
   4.31259E+02   1.22536E-03   3.24914E-01  -1.23551E-04   1.21911E-03
   4.35042E+02   1.29431E-03   3.27502E-01  -1.25997E-03   2.96163E-04
   4.38825E+02   1.35645E-03   3.26365E-01  -7.28586E-04  -1.14416E-03
   4.42608E+02   1.41050E-03   3.26658E-01   8.74472E-04  -1.10671E-03
   4.46391E+02   1.46674E-03   3.28581E-01   1.38232E-03   4.90421E-04
   4.50174E+02   1.51232E-03   3.27747E-01  -1.51041E-05   1.51224E-03
   4.53957E+02   1.55282E-03   3.28699E-01  -1.47528E-03   4.84557E-04
   4.57740E+02   1.57698E-03   3.30269E-01  -9.40180E-04  -1.26607E-03
   4.61523E+02   1.60966E-03   3.28884E-01   9.16055E-04  -1.32357E-03
   4.65306E+02   1.62680E-03   3.30266E-01   1.56163E-03   4.55825E-04
   4.69089E+02   1.64728E-03   3.29934E-01   6.36747E-05   1.64605E-03
   4.72872E+02   1.66416E-03   3.30186E-01  -1.55726E-03   5.86828E-04
   4.76655E+02   1.68293E-03   3.31772E-01  -1.05309E-03  -1.31273E-03
   4.80437E+02   1.69726E-03   3.32972E-01   9.35148E-04  -1.41640E-03
   4.84220E+02   1.69422E-03   3.34320E-01   1.62942E-03   4.64066E-04
   4.88003E+02   1.69511E-03   3.35543E-01   4.06581E-05   1.69463E-03
   4.91786E+02   1.66925E-03   3.35129E-01  -1.58080E-03   5.36169E-04
   4.95569E+02   1.67290E-03   3.37985E-01  -9.70933E-04  -1.36230E-03
   4.99352E+02   1.65206E-03   3.37692E-01   1.01065E-03  -1.30686E-03
   5.03135E+02   1.64136E-03   3.41037E-01   1.52573E-03   6.05172E-04
   5.06918E+02   1.64194E-03   3.37282E-01  -1.35704E-04   1.63633E-03
   5.10701E+02   1.62811E-03   3.41415E-01  -1.59678E-03   3.17853E-04
   5.14484E+02   1.63657E-03   3.40739E-01  -7.53236E-04  -1.45292E-03
   5.18267E+02   1.63289E-03   3.41251E-01   1.18567E-03  -1.12272E-03
   5.22050E+02   1.61594E-03   3.46189E-01   1.37637E-03   8.46678E-04
   5.25833E+02   1.60851E-03   3.41762E-01  -4.34567E-04   1.54870E-03
   5.29616E+02   1.57213E-03   3.42843E-01  -1.57213E-03   4.18728E-07
   5.33399E+02   1.55956E-03   3.44464E-01  -4.12924E-04  -1.50390E-03
   5.37182E+02   1.54104E-03   3.41676E-01   1.31682E-03  -8.00495E-04
   5.40965E+02   1.48772E-03   3.46220E-01   1.07472E-03   1.02872E-03
   5.44748E+02   1.46060E-03   3.43663E-01  -6.91007E-04   1.28681E-03
   5.48531E+02   1.41640E-03   3.41984E-01  -1.38357E-03  -3.03184E-04
   5.52314E+02   1.35563E-03   3.45377E-01  -6.57522E-05  -1.35403E-03
   5.56097E+02   1.31001E-03   3.42254E-01   1.24161E-03  -4.17780E-04
   5.59880E+02   1.23469E-03   3.41662E-01   7.00090E-04   1.01702E-03
   5.63663E+02   1.18179E-03   3.44301E-01  -7.60970E-04   9.04187E-04
   5.67446E+02   1.09809E-03   3.40122E-01  -1.00467E-03  -4.43217E-04
   5.71229E+02   1.02702E-03   3.49577E-01   1.70839E-04  -1.01271E-03
   5.75012E+02   9.57631E-04   3.47209E-01   9.53739E-04  -8.62555E-05
   5.78795E+02   8.67536E-04   3.44722E-01   3.03107E-04   8.12862E-04
   5.82578E+02   8.22037E-04   3.58931E-01  -6.92124E-04   4.43520E-04
   5.86361E+02   7.69601E-04   3.42549E-01  -5.75552E-04  -5.10906E-04
   5.90144E+02   7.40339E-04   3.66411E-01   3.81455E-04  -6.34502E-04
   5.93927E+02   7.30025E-04   3.56468E-01   6.93194E-04   2.28952E-04
   5.97710E+02   7.06083E-04   3.68144E-01  -9.91485E-05   6.99088E-04
   6.01493E+02   6.93319E-04   3.66245E-01  -6.92635E-04   3.07853E-05
   6.05276E+02   6.79654E-04   3.57481E-01  -1.76612E-04  -6.56306E-04
   6.09059E+02   6.66548E-04   3.66408E-01   6.00898E-04  -2.88458E-04
   6.12842E+02   6.59935E-04   3.56344E-01   4.09972E-04   5.17143E-04
   6.16624E+02   6.35712E-04   3.66360E-01  -4.17080E-04   4.79765E-04
   6.20407E+02   6.14449E-04   3.55281E-01  -5.42485E-04  -2.88545E-04
   6.24190E+02   5.89539E-04   3.61301E-01   1.65659E-04  -5.65786E-04
   6.27973E+02   5.83153E-04   3.60149E-01   5.81449E-04   4.45508E-05
   6.31756E+02   5.55299E-04   3.60520E-01   7.22547E-05   5.50578E-04
   6.35539E+02   5.46710E-04   3.57039E-01  -5.13449E-04   1.87783E-04
   6.39322E+02   5.36560E-04   3.61604E-01  -2.82042E-04  -4.56452E-04
   6.43105E+02   5.03281E-04   3.55978E-01   3.58631E-04  -3.53094E-04
   6.46888E+02   4.88809E-04   3.59996E-01   4.07733E-04   2.69608E-04
   6.50671E+02   4.72042E-04   3.38733E-01  -1.37176E-04   4.51670E-04
   6.54454E+02   4.46542E-04   3.54701E-01  -4.45573E-04  -2.93989E-05
   6.58237E+02   4.48641E-04   3.34426E-01  -1.06550E-04  -4.35805E-04
   6.62020E+02   4.29864E-04   3.34614E-01   3.67645E-04  -2.22756E-04
   6.65803E+02   4.09800E-04   3.38241E-01   3.04054E-04   2.74749E-04
   6.69586E+02   3.97672E-04   3.15548E-01  -1.39241E-04   3.72498E-04
   6.73369E+02   3.62631E-04   3.21462E-01  -3.62629E-04  -1.09019E-06
   6.77152E+02   3.39966E-04   3.18881E-01  -1.20229E-04  -3.17996E-04
   6.80935E+02   3.00858E-04   3.01874E-01   2.11696E-04  -2.13776E-04
   6.84718E+02   2.52137E-04   3.11467E-01   2.33396E-04   9.53891E-05
   6.88501E+02   2.23806E-04   2.75763E-01   3.11438E-05   2.21629E-04
   6.92284E+02   1.55571E-04   2.87128E-01  -1.26235E-04   9.09240E-05
   6.96067E+02   1.31309E-04   2.38216E-01  -1.26305E-04  -3.59039E-05
   6.99850E+02   8.01647E-05   1.38696E-01  -5.57569E-05  -5.75982E-05
   7.03633E+02   1.15808E-04   9.25357E-02  -4.71263E-05  -1.05786E-04
   7.07416E+02   1.66804E-04   2.41900E-01   7.93849E-05  -1.46703E-04
   7.11199E+02   2.52110E-04   2.66817E-01   2.51571E-04  -1.64839E-05
   7.14982E+02   2.95328E-04   2.99839E-01   1.42091E-04   2.58899E-04
   7.18765E+02   3.57141E-04   2.89900E-01  -2.00104E-04   2.95817E-04
   7.22548E+02   4.05352E-04   3.00541E-01  -4.00117E-04  -6.49332E-05
   7.26331E+02   4.40211E-04   3.08937E-01  -1.05157E-04  -4.27466E-04
   7.30114E+02   4.72298E-04   3.05391E-01   3.74059E-04  -2.88350E-04
   7.33897E+02   4.59889E-04   2.97513E-01   4.10281E-04   2.07768E-04
   7.37680E+02   4.65389E-04   3.00401E-01  -1.59930E-05   4.65114E-04
   7.41463E+02   4.60417E-04   2.95691E-01  -4.20808E-04   1.86829E-04
   7.45246E+02   4.35370E-04   2.93109E-01  -3.35502E-04  -2.77462E-04
   7.49029E+02   4.25025E-04   3.07990E-01   1.19627E-04  -4.07842E-04
   7.52812E+02   4.05687E-04   2.89845E-01   3.98463E-04  -7.62219E-05
   7.56594E+02   3.74703E-04   3.06591E-01   2.11566E-04   3.09260E-04
   7.60377E+02   3.57023E-04   3.17558E-01  -2.01984E-04   2.94394E-04
   7.64160E+02   3.03255E-04   3.10014E-01  -2.97009E-04  -6.12320E-05
   7.67943E+02   2.59772E-04   2.84886E-01  -7.42240E-05  -2.48943E-04
   7.71726E+02   2.24548E-04   3.23900E-01   1.80743E-04  -1.33243E-04
   7.75509E+02   1.87100E-04   2.81890E-01   1.69980E-04   7.81884E-05
   7.79292E+02   1.50269E-04   2.89156E-01   6.87999E-06   1.50112E-04
   7.83075E+02   1.07825E-04   2.57941E-01  -8.64333E-05   6.44627E-05
   7.86858E+02   1.09716E-04   2.53557E-01  -1.04202E-04  -3.43449E-05
   7.90641E+02   1.17398E-04   2.45508E-01  -3.73372E-05  -1.11303E-04
   7.94424E+02   1.19838E-04   3.14232E-01   9.12141E-05  -7.77254E-05
   7.98207E+02   1.21998E-04   3.18039E-01   1.07214E-04   5.82112E-05
   8.01990E+02   1.39338E-04   3.15421E-01  -1.66584E-05   1.38339E-04
   8.05773E+02   1.47493E-04   3.42519E-01  -1.45720E-04   2.28014E-05
   8.09556E+02   1.50930E-04   3.50721E-01  -5.86698E-05  -1.39060E-04
   8.13339E+02   1.72927E-04   3.29916E-01   1.29782E-04  -1.14282E-04
   8.17122E+02   1.82483E-04   3.38868E-01   1.54614E-04   9.69249E-05
   8.20905E+02   2.00074E-04   3.27958E-01  -4.55757E-05   1.94814E-04
   8.24688E+02   2.17352E-04   3.19568E-01  -2.15459E-04   2.86215E-05
   8.28471E+02   2.44669E-04   3.28765E-01  -1.08435E-04  -2.19328E-04
   8.32254E+02   2.45965E-04   3.32241E-01   1.76051E-04  -1.71770E-04
   8.36037E+02   2.54216E-04   3.04778E-01   2.36094E-04   9.42645E-05
   8.39820E+02   2.57580E-04   3.34494E-01  -1.91621E-05   2.56867E-04
   8.43603E+02   2.63890E-04   3.13873E-01  -2.51395E-04   8.02412E-05
   8.47386E+02   2.48511E-04   3.16268E-01  -1.56904E-04  -1.92714E-04
   8.51169E+02   2.65723E-04   3.17079E-01   1.31149E-04  -2.31103E-04
   8.54952E+02   2.63865E-04   3.25944E-01   2.59676E-04   4.68281E-05
   8.58735E+02   2.49773E-04   3.28312E-01   3.74206E-05   2.46954E-04
   8.62518E+02   2.51342E-04   3.19027E-01  -2.18826E-04   1.23644E-04
   8.66301E+02   2.24162E-04   3.31522E-01  -1.65563E-04  -1.51122E-04
   8.70084E+02   2.19876E-04   3.01889E-01   6.72990E-05  -2.09323E-04
   8.73867E+02   1.99386E-04   3.32390E-01   1.99385E-04  -4.59435E-07
   8.77650E+02   1.87539E-04   3.16054E-01   6.91223E-05   1.74336E-04
   8.81433E+02   1.67967E-04   3.07594E-01  -1.18859E-04   1.18682E-04
   8.85216E+02   1.46578E-04   3.07889E-01  -1.36117E-04  -5.43803E-05
   8.88999E+02   1.33618E-04   2.95499E-01  -9.72514E-06  -1.33264E-04
   8.92781E+02   1.22563E-04   2.59101E-01   9.65625E-05  -7.54815E-05
   8.96564E+02   1.06290E-04   2.86060E-01   9.71090E-05   4.32131E-05
   9.00347E+02   1.16168E-04   2.15856E-01   3.82509E-05   1.09689E-04
   9.04130E+02   1.16643E-04   3.37312E-01  -9.42312E-05   6.87466E-05
   9.07913E+02   1.08645E-04   2.28653E-01  -1.05666E-04  -2.52656E-05
   9.11696E+02   1.01105E-04   3.04083E-01  -1.86733E-05  -9.93658E-05
   9.15479E+02   9.61622E-05   2.77018E-01   7.30133E-05  -6.25798E-05
   9.19262E+02   9.27920E-05   2.80524E-01   8.70829E-05   3.20458E-05
   9.23045E+02   6.76708E-05   3.40826E-01  -4.81087E-06   6.74996E-05
   9.26828E+02   5.06656E-05   4.18149E-01  -5.04945E-05  -4.16013E-06
   9.30611E+02   2.18711E-05   3.20245E-01  -5.98358E-06  -2.10367E-05
   9.34394E+02   4.49205E-05   6.90509E-01   3.24278E-05   3.10852E-05
   9.38177E+02   7.24559E-05   3.27910E-01  -3.04641E-05   6.57404E-05
   9.41960E+02   1.10660E-04   3.61491E-01  -1.07730E-04  -2.52987E-05
