  time  amplitude  omega  amp_cos  amp_sin
   3.13987E+02   5.94261E-05   3.17658E-01   3.80122E-05   4.56787E-05
   3.17770E+02   6.69417E-05   3.17357E-01  -3.24750E-05   5.85369E-05
   3.21553E+02   7.51635E-05   3.16978E-01  -7.44814E-05  -1.01034E-05
   3.25336E+02   8.50423E-05   3.18303E-01  -1.95399E-05  -8.27671E-05
   3.29119E+02   9.52507E-05   3.17789E-01   7.85897E-05  -5.38178E-05
   3.32902E+02   1.06968E-04   3.17787E-01   8.81802E-05   6.05516E-05
   3.36685E+02   1.20695E-04   3.18377E-01  -2.81434E-05   1.17368E-04
   3.40468E+02   1.35562E-04   3.16917E-01  -1.34300E-04   1.84550E-05
   3.44250E+02   1.52681E-04   3.17966E-01  -7.38011E-05  -1.33659E-04
   3.48033E+02   1.72074E-04   3.18182E-01   1.10745E-04  -1.31701E-04
   3.51816E+02   1.93278E-04   3.17664E-01   1.82843E-04   6.26472E-05
   3.55599E+02   2.17647E-04   3.17652E-01   8.49401E-06   2.17481E-04
   3.59382E+02   2.43607E-04   3.18038E-01  -2.23736E-04   9.63668E-05
   3.63165E+02   2.73951E-04   3.18028E-01  -1.91572E-04  -1.95830E-04
   3.66948E+02   3.06263E-04   3.17177E-01   1.26408E-04  -2.78959E-04
   3.70731E+02   3.43720E-04   3.17585E-01   3.43180E-04   1.92668E-05
   3.74514E+02   3.84700E-04   3.18811E-01   1.16864E-04   3.66520E-04
   3.78297E+02   4.32461E-04   3.16899E-01  -3.36098E-04   2.72141E-04
   3.82080E+02   4.82129E-04   3.20939E-01  -4.15136E-04  -2.45175E-04
   3.85863E+02   5.37333E-04   3.19938E-01   9.24914E-05  -5.29313E-04
   3.89646E+02   5.95522E-04   3.18716E-01   5.84566E-04  -1.13704E-04
   3.93429E+02   6.59663E-04   3.20637E-01   3.44768E-04   5.62397E-04
   3.97212E+02   7.27252E-04   3.18771E-01  -4.43561E-04   5.76324E-04
   4.00995E+02   8.03272E-04   3.21121E-01  -7.67408E-04  -2.37343E-04
   4.04778E+02   8.79437E-04   3.21219E-01  -4.89466E-05  -8.78073E-04
   4.08561E+02   9.58710E-04   3.19898E-01   8.76822E-04  -3.87696E-04
   4.12344E+02   1.03540E-03   3.22702E-01   7.18054E-04   7.45959E-04
   4.16127E+02   1.12341E-03   3.20989E-01  -4.86575E-04   1.01257E-03
   4.19910E+02   1.20173E-03   3.22371E-01  -1.19612E-03  -1.16002E-04
   4.23693E+02   1.28753E-03   3.24137E-01  -3.15942E-04  -1.24817E-03
   4.27476E+02   1.37034E-03   3.23107E-01   1.13376E-03  -7.69683E-04
   4.31259E+02   1.43865E-03   3.25187E-01   1.15927E-03   8.51945E-04
   4.35042E+02   1.51547E-03   3.24710E-01  -4.35301E-04   1.45161E-03
   4.38825E+02   1.57871E-03   3.24210E-01  -1.57650E-03   8.35957E-05
   4.42608E+02   1.64777E-03   3.27575E-01  -6.18169E-04  -1.52742E-03
   4.46391E+02   1.68847E-03   3.26198E-01   1.26788E-03  -1.11508E-03
   4.50174E+02   1.73794E-03   3.25743E-01   1.51600E-03   8.49808E-04
   4.53957E+02   1.79561E-03   3.25155E-01  -3.04085E-04   1.76968E-03
   4.57740E+02   1.82618E-03   3.27330E-01  -1.80217E-03   2.95179E-04
   4.61523E+02   1.88853E-03   3.27985E-01  -8.92762E-04  -1.66418E-03
   4.65306E+02   1.90785E-03   3.27934E-01   1.29792E-03  -1.39831E-03
   4.69089E+02   1.93308E-03   3.28602E-01   1.76470E-03   7.89077E-04
   4.72872E+02   1.95901E-03   3.30909E-01  -1.98495E-04   1.94893E-03
   4.76655E+02   1.96844E-03   3.28885E-01  -1.91877E-03   4.39435E-04
   4.80437E+02   1.98524E-03   3.29261E-01  -1.03825E-03  -1.69211E-03
   4.84220E+02   1.99723E-03   3.30949E-01   1.28913E-03  -1.52548E-03
   4.88003E+02   1.99187E-03   3.31902E-01   1.84501E-03   7.50657E-04
   4.91786E+02   1.98458E-03   3.31556E-01  -1.38559E-04   1.97974E-03
   4.95569E+02   1.97805E-03   3.32429E-01  -1.91977E-03   4.76622E-04
   4.99352E+02   1.95749E-03   3.32449E-01  -1.03398E-03  -1.66213E-03
   5.03135E+02   1.94322E-03   3.35075E-01   1.26825E-03  -1.47229E-03
   5.06918E+02   1.91036E-03   3.33199E-01   1.75899E-03   7.45279E-04
   5.10701E+02   1.89072E-03   3.33405E-01  -1.72256E-04   1.88286E-03
   5.14484E+02   1.85227E-03   3.36139E-01  -1.81236E-03   3.82429E-04
   5.18267E+02   1.83305E-03   3.37281E-01  -8.83363E-04  -1.60615E-03
   5.22050E+02   1.78866E-03   3.30625E-01   1.21649E-03  -1.31129E-03
   5.25833E+02   1.73271E-03   3.37299E-01   1.55786E-03   7.58514E-04
   5.29616E+02   1.71947E-03   3.28520E-01  -2.14534E-04   1.70604E-03
   5.33399E+02   1.65926E-03   3.29036E-01  -1.62587E-03   3.31219E-04
   5.37182E+02   1.61583E-03   3.35016E-01  -7.80916E-04  -1.41460E-03
   5.40965E+02   1.58137E-03   3.24920E-01   1.04837E-03  -1.18391E-03
   5.44748E+02   1.49001E-03   3.32348E-01   1.36580E-03   5.95602E-04
   5.48531E+02   1.47410E-03   3.25324E-01  -1.04744E-04   1.47037E-03
   5.52314E+02   1.38238E-03   3.24205E-01  -1.33111E-03   3.73016E-04
   5.56097E+02   1.34831E-03   3.33183E-01  -7.42959E-04  -1.12515E-03
   5.59880E+02   1.27892E-03   3.16461E-01   7.36385E-04  -1.04565E-03
   5.63663E+02   1.17712E-03   3.30227E-01   1.12729E-03   3.38867E-04
   5.67446E+02   1.16944E-03   3.17513E-01   9.07095E-05   1.16592E-03
   5.71229E+02   1.05336E-03   3.12122E-01  -9.40241E-04   4.74885E-04
   5.75012E+02   1.01893E-03   3.36022E-01  -7.07357E-04  -7.33397E-04
   5.78795E+02   9.47395E-04   3.01290E-01   3.44753E-04  -8.82441E-04
   5.82578E+02   8.29975E-04   3.34589E-01   8.28090E-04   5.58927E-05
   5.86361E+02   7.97432E-04   3.17020E-01   2.38798E-04   7.60838E-04
   5.90144E+02   6.83031E-04   3.12155E-01  -5.25021E-04   4.36904E-04
   5.93927E+02   6.07395E-04   3.44383E-01  -4.98286E-04  -3.47331E-04
   5.97710E+02   5.40025E-04   2.99006E-01   9.08737E-05  -5.32324E-04
   6.01493E+02   3.87499E-04   3.34617E-01   3.83928E-04  -5.24865E-05
   6.05276E+02   3.48318E-04   3.28527E-01   1.55837E-04   3.11513E-04
   6.09059E+02   2.12782E-04   2.68773E-01  -1.11745E-04   1.81077E-04
   6.12842E+02   1.17568E-04   3.71789E-01  -1.08803E-04  -4.45438E-05
   6.16624E+02   6.54147E-05   1.77627E-01  -3.19487E-05  -5.70821E-05
   6.20407E+02   6.56765E-05  -1.72144E-01  -6.02510E-05  -2.61385E-05
   6.24190E+02   9.68354E-05   2.07763E-01  -3.55141E-05  -9.00879E-05
   6.27973E+02   1.71216E-04   3.34636E-01   1.33091E-04  -1.07711E-04
   6.31756E+02   2.12708E-04   3.01067E-01   1.90735E-04   9.41532E-05
   6.35539E+02   2.43861E-04   3.20670E-01  -2.45477E-05   2.42622E-04
   6.39322E+02   2.79663E-04   3.12007E-01  -2.68013E-04   7.98764E-05
   6.43105E+02   2.72051E-04   3.11284E-01  -1.71669E-04  -2.11048E-04
   6.46888E+02   3.07102E-04   3.04315E-01   1.38630E-04  -2.74032E-04
   6.50671E+02   2.92125E-04   2.97403E-01   2.92050E-04   6.60758E-06
   6.54454E+02   2.92254E-04   2.93293E-01   1.24127E-04   2.64585E-04
   6.58237E+02   3.03501E-04   2.83997E-01  -1.80200E-04   2.44215E-04
   6.62020E+02   3.06568E-04   2.90039E-01  -3.02549E-04  -4.94800E-05
   6.65803E+02   2.99038E-04   3.00001E-01  -8.08555E-05  -2.87900E-04
   6.69586E+02   3.07835E-04   2.95825E-01   2.30314E-04  -2.04249E-04
   6.73369E+02   2.70104E-04   3.13849E-01   2.41812E-04   1.20345E-04
   6.77152E+02   2.47962E-04   2.73672E-01   1.82619E-05   2.47289E-04
   6.80935E+02   2.13541E-04   3.23297E-01  -1.94852E-04   8.73637E-05
   6.84718E+02   1.66529E-04   2.78791E-01  -1.34248E-04  -9.85356E-05
   6.88501E+02   1.07522E-04   2.76450E-01   1.16088E-05  -1.06894E-04
   6.92284E+02   5.67152E-05   2.55011E-01   4.98287E-05  -2.70872E-05
   6.96067E+02   7.00415E-05  -6.79765E-02   5.10057E-05  -4.80024E-05
   6.99850E+02   9.87871E-05   1.81301E-01   9.85506E-05  -6.83247E-06
   7.03633E+02   1.46865E-04   2.52580E-01   9.28624E-05   1.13780E-04
   7.07416E+02   1.77478E-04   2.95409E-01  -7.44708E-05   1.61097E-04
   7.11199E+02   2.00910E-04   2.69301E-01  -1.99489E-04   2.38572E-05
   7.14982E+02   2.10758E-04   2.76668E-01  -1.26403E-04  -1.68645E-04
   7.18765E+02   2.11713E-04   2.79571E-01   8.52468E-05  -1.93792E-04
   7.22548E+02   2.35679E-04   2.33642E-01   2.26982E-04  -6.34353E-05
   7.26331E+02   2.66521E-04   2.72276E-01   1.93644E-04   1.83127E-04
   7.30114E+02   2.87387E-04   2.83632E-01  -7.37899E-05   2.77752E-04
   7.33897E+02   3.17418E-04   3.06823E-01  -3.13833E-04   4.75675E-05
   7.37680E+02   3.14920E-04   2.68351E-01  -2.04332E-04  -2.39630E-04
   7.41463E+02   3.02046E-04   3.07668E-01   1.33508E-04  -2.70937E-04
   7.45246E+02   3.01560E-04   2.96377E-01   3.01550E-04   2.48217E-06
   7.49029E+02   2.76856E-04   2.85092E-01   1.28844E-04   2.45047E-04
   7.52812E+02   2.31949E-04   3.05269E-01  -1.44175E-04   1.81698E-04
   7.56594E+02   2.25860E-04   2.94632E-01  -2.20682E-04  -4.80859E-05
   7.60377E+02   1.75385E-04   3.10974E-01  -3.13729E-05  -1.72556E-04
   7.64160E+02   1.63998E-04   3.07245E-01   1.36423E-04  -9.10162E-05
   7.67943E+02   1.33103E-04   2.94617E-01   1.15098E-04   6.68493E-05
   7.71726E+02   1.38147E-04   3.23451E-01  -2.45959E-05   1.35940E-04
   7.75509E+02   1.42804E-04   3.26610E-01  -1.41064E-04   2.22217E-05
   7.79292E+02   1.59944E-04   3.23063E-01  -7.73687E-05  -1.39986E-04
   7.83075E+02   1.78872E-04   3.40979E-01   1.26432E-04  -1.26531E-04
   7.86858E+02   2.10242E-04   3.14348E-01   1.93368E-04   8.25264E-05
   7.90641E+02   2.36075E-04   3.32429E-01  -2.12543E-05   2.35116E-04
   7.94424E+02   2.62319E-04   2.99280E-01  -2.46553E-04   8.95731E-05
   7.98207E+02   2.90520E-04   3.37143E-01  -1.74397E-04  -2.32352E-04
   8.01990E+02   2.87250E-04   2.86967E-01   1.22798E-04  -2.59679E-04
   8.05773E+02   2.99693E-04   2.99074E-01   2.99692E-04   6.93222E-07
   8.09556E+02   2.83715E-04   3.06409E-01   1.12921E-04   2.60275E-04
   8.13339E+02   3.10057E-04   2.62894E-01  -1.71259E-04   2.58468E-04
   8.17122E+02   2.88441E-04   2.93089E-01  -2.86258E-04  -3.54254E-05
   8.20905E+02   3.16681E-04   2.79331E-01  -1.20682E-04  -2.92784E-04
   8.24688E+02   3.25028E-04   2.93205E-01   2.13883E-04  -2.44739E-04
   8.28471E+02   3.29250E-04   2.76093E-01   3.23208E-04   6.27875E-05
   8.32254E+02   3.41251E-04   3.29667E-01   4.48476E-05   3.38291E-04
   8.36037E+02   3.33132E-04   2.85104E-01  -2.70342E-04   1.94660E-04
   8.39820E+02   3.04410E-04   3.21432E-01  -2.52622E-04  -1.69844E-04
   8.43603E+02   2.90072E-04   2.91886E-01   3.62542E-05  -2.87798E-04
   8.47386E+02   2.97174E-04   3.18537E-01   2.88623E-04  -7.07747E-05
   8.51169E+02   2.52326E-04   3.06551E-01   1.53024E-04   2.00629E-04
   8.54952E+02   2.54939E-04   3.10026E-01  -1.26945E-04   2.21085E-04
   8.58735E+02   2.34506E-04   2.98919E-01  -2.33733E-04  -1.90281E-05
   8.62518E+02   2.34617E-04   3.05647E-01  -7.67610E-05  -2.21705E-04
   8.66301E+02   2.42800E-04   2.78922E-01   1.60434E-04  -1.82244E-04
   8.70084E+02   2.41321E-04   3.09248E-01   2.29000E-04   7.61223E-05
   8.73867E+02   2.59651E-04   3.18282E-01   1.18942E-05   2.59379E-04
   8.77650E+02   2.56688E-04   3.00885E-01  -2.27873E-04   1.18164E-04
   8.81433E+02   2.60184E-04   3.12396E-01  -1.98427E-04  -1.68292E-04
   8.85216E+02   2.52800E-04   3.04686E-01   7.11326E-05  -2.42587E-04
   8.88999E+02   2.63640E-04   2.89201E-01   2.58819E-04  -5.01856E-05
   8.92781E+02   2.44546E-04   3.06422E-01   1.38713E-04   2.01398E-04
   8.96564E+02   2.43531E-04   2.85223E-01  -1.11561E-04   2.16475E-04
   9.00347E+02   2.30801E-04   2.89107E-01  -2.30801E-04   2.90648E-07
   9.04130E+02   2.22283E-04   2.74991E-01  -1.12711E-04  -1.91588E-04
   9.07913E+02   2.07176E-04   2.69680E-01   9.72129E-05  -1.82952E-04
   9.11696E+02   2.06912E-04   2.90797E-01   2.06879E-04   3.66169E-06
   9.15479E+02   2.08807E-04   2.78474E-01   1.00041E-04   1.83282E-04
   9.19262E+02   1.83003E-04   2.91810E-01  -1.03976E-04   1.50596E-04
   9.23045E+02   1.42109E-04   3.04863E-01  -1.39637E-04  -2.63866E-05
   9.26828E+02   1.40311E-04   2.16294E-01  -7.52195E-05  -1.18445E-04
   9.30611E+02   1.06950E-04   3.09397E-01   6.07976E-05  -8.79886E-05
   9.34394E+02   8.24446E-05   2.76999E-01   8.21695E-05   6.73022E-06
   9.38177E+02   5.08935E-05   2.70166E-01   2.29146E-05   4.54431E-05
   9.41960E+02   3.48401E-05   1.50298E-01  -3.53136E-06   3.46606E-05
